;WE1;WE2;WE3;WE4;WE5;WE6;WE7;WE8;WE9;WE10;WE11;WE12;WE13;WE14;WE15;WE16;WE17;WE18;WE19;WE20;WE21;WE22;WE23;WE24;WE25;WE26;WE27;WE28;WY1;WY2;WY3;WY4;WY5;WY6;WY7;WY8;WY9;WY10;WY11;WY12;WY13
Nr Ÿród³a;C [%];Si [%];S [%];P [%];Mg [%];Mn [%];Ni [%];Cu [%];Mo [%];Cr [%];Al [%];Sn [%];B [%];V [%];Wydzielenia grafitu [mm-2];Udzia³ wydzieleñ grafitu [%];Œrednica sferoidów [?m];Wielkoœæ sferoidów;Nodularity [%];Udzia³ perlitu [%];Udzia³ ferrytu [%];Rm [MPa] (as cast);A5 [%]     (as cast);Minimalna gruboœæ œcianki [mm];Temperatura austenityzacji [?C];Czas austenityzacji [min.];Temperatura przemiany izotermicznej [?C];Czas przemiany izotermicznej [min.];Rm [MPa];R0,2 [MPa];A5 [%];Twardoœæ Brinella [HB];Twardoœæ Rockwella [HRC];Twardoœæ Rockwella [HRA];Twardoœæ Rockwella [HRB];Twardoœæ Vickersa [HV];Udarnoœæ Charpy [J];Temperatura pomiaru udarnoœci [?C];Udzia³ austenitu %;Martensite volume fraction X?';Retained austenite volume fraction X?R 
